Term,NaturalCourt,Docket,CaseName,DecisionDate,Justice,VoteDescription,WinningParty
2023,1710,22-800,MOORE v. UNITED STATES,6/20/2024,CThomas,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-800,MOORE v. UNITED STATES,6/20/2024,SAAlito,Special concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-800,MOORE v. UNITED STATES,6/20/2024,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-800,MOORE v. UNITED STATES,6/20/2024,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-800,MOORE v. UNITED STATES,6/20/2024,NMGorsuch,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-800,MOORE v. UNITED STATES,6/20/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-800,MOORE v. UNITED STATES,6/20/2024,ACBarrett,Special concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-800,MOORE v. UNITED STATES,6/20/2024,KBJackson,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-859,SECURITIES AND EXCHANGE COMMISSION v. JARKESY,6/27/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-859,SECURITIES AND EXCHANGE COMMISSION v. JARKESY,6/27/2024,CThomas,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-859,SECURITIES AND EXCHANGE COMMISSION v. JARKESY,6/27/2024,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-859,SECURITIES AND EXCHANGE COMMISSION v. JARKESY,6/27/2024,SSotomayor,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-859,SECURITIES AND EXCHANGE COMMISSION v. JARKESY,6/27/2024,EKagan,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-859,SECURITIES AND EXCHANGE COMMISSION v. JARKESY,6/27/2024,NMGorsuch,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-859,SECURITIES AND EXCHANGE COMMISSION v. JARKESY,6/27/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-859,SECURITIES AND EXCHANGE COMMISSION v. JARKESY,6/27/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-859,SECURITIES AND EXCHANGE COMMISSION v. JARKESY,6/27/2024,KBJackson,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-6389,BROWN v. UNITED STATES,5/23/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-6389,BROWN v. UNITED STATES,5/23/2024,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-6389,BROWN v. UNITED STATES,5/23/2024,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-6389,BROWN v. UNITED STATES,5/23/2024,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-6389,BROWN v. UNITED STATES,5/23/2024,EKagan,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-6389,BROWN v. UNITED STATES,5/23/2024,NMGorsuch,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-6389,BROWN v. UNITED STATES,5/23/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-6389,BROWN v. UNITED STATES,5/23/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-6389,BROWN v. UNITED STATES,5/23/2024,KBJackson,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-124,HARRINGTON v. PURDUE PHARMA L.P.,6/27/2024,JGRoberts,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-124,HARRINGTON v. PURDUE PHARMA L.P.,6/27/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-124,HARRINGTON v. PURDUE PHARMA L.P.,6/27/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-124,HARRINGTON v. PURDUE PHARMA L.P.,6/27/2024,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-124,HARRINGTON v. PURDUE PHARMA L.P.,6/27/2024,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-124,HARRINGTON v. PURDUE PHARMA L.P.,6/27/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-124,HARRINGTON v. PURDUE PHARMA L.P.,6/27/2024,BMKavanaugh,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-124,HARRINGTON v. PURDUE PHARMA L.P.,6/27/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-124,HARRINGTON v. PURDUE PHARMA L.P.,6/27/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-719,TRUMP v. ANDERSON,3/4/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-719,TRUMP v. ANDERSON,3/4/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-719,TRUMP v. ANDERSON,3/4/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-719,TRUMP v. ANDERSON,3/4/2024,SSotomayor,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-719,TRUMP v. ANDERSON,3/4/2024,EKagan,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-719,TRUMP v. ANDERSON,3/4/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-719,TRUMP v. ANDERSON,3/4/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-719,TRUMP v. ANDERSON,3/4/2024,ACBarrett,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-719,TRUMP v. ANDERSON,3/4/2024,KBJackson,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1178,FEDERAL BUREAU OF INVESTIGATION v. FIKRE,3/19/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1178,FEDERAL BUREAU OF INVESTIGATION v. FIKRE,3/19/2024,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1178,FEDERAL BUREAU OF INVESTIGATION v. FIKRE,3/19/2024,SAAlito,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1178,FEDERAL BUREAU OF INVESTIGATION v. FIKRE,3/19/2024,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1178,FEDERAL BUREAU OF INVESTIGATION v. FIKRE,3/19/2024,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1178,FEDERAL BUREAU OF INVESTIGATION v. FIKRE,3/19/2024,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1178,FEDERAL BUREAU OF INVESTIGATION v. FIKRE,3/19/2024,BMKavanaugh,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1178,FEDERAL BUREAU OF INVESTIGATION v. FIKRE,3/19/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1178,FEDERAL BUREAU OF INVESTIGATION v. FIKRE,3/19/2024,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,22-1074,"SHEETZ v. COUNTY OF EL DORADO, CALIFORNIA",4/12/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1074,"SHEETZ v. COUNTY OF EL DORADO, CALIFORNIA",4/12/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1074,"SHEETZ v. COUNTY OF EL DORADO, CALIFORNIA",4/12/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1074,"SHEETZ v. COUNTY OF EL DORADO, CALIFORNIA",4/12/2024,SSotomayor,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1074,"SHEETZ v. COUNTY OF EL DORADO, CALIFORNIA",4/12/2024,EKagan,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1074,"SHEETZ v. COUNTY OF EL DORADO, CALIFORNIA",4/12/2024,NMGorsuch,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1074,"SHEETZ v. COUNTY OF EL DORADO, CALIFORNIA",4/12/2024,BMKavanaugh,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1074,"SHEETZ v. COUNTY OF EL DORADO, CALIFORNIA",4/12/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1074,"SHEETZ v. COUNTY OF EL DORADO, CALIFORNIA",4/12/2024,KBJackson,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1238,"OFFICE OF THE U.S. TRUSTEE v. JOHN Q. HAMMONS FALL 2006, LLC",6/14/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1238,"OFFICE OF THE U.S. TRUSTEE v. JOHN Q. HAMMONS FALL 2006, LLC",6/14/2024,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1238,"OFFICE OF THE U.S. TRUSTEE v. JOHN Q. HAMMONS FALL 2006, LLC",6/14/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1238,"OFFICE OF THE U.S. TRUSTEE v. JOHN Q. HAMMONS FALL 2006, LLC",6/14/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1238,"OFFICE OF THE U.S. TRUSTEE v. JOHN Q. HAMMONS FALL 2006, LLC",6/14/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1238,"OFFICE OF THE U.S. TRUSTEE v. JOHN Q. HAMMONS FALL 2006, LLC",6/14/2024,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1238,"OFFICE OF THE U.S. TRUSTEE v. JOHN Q. HAMMONS FALL 2006, LLC",6/14/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1238,"OFFICE OF THE U.S. TRUSTEE v. JOHN Q. HAMMONS FALL 2006, LLC",6/14/2024,ACBarrett,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1238,"OFFICE OF THE U.S. TRUSTEE v. JOHN Q. HAMMONS FALL 2006, LLC",6/14/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-899,SMITH v. ARIZONA,6/21/2024,JGRoberts,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-899,SMITH v. ARIZONA,6/21/2024,CThomas,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-899,SMITH v. ARIZONA,6/21/2024,SAAlito,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-899,SMITH v. ARIZONA,6/21/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-899,SMITH v. ARIZONA,6/21/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-899,SMITH v. ARIZONA,6/21/2024,NMGorsuch,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-899,SMITH v. ARIZONA,6/21/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-899,SMITH v. ARIZONA,6/21/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-899,SMITH v. ARIZONA,6/21/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1165,"MACQUARIE INFRASTRUCTURE CORP. v. MOAB PARTNERS, L.P.",4/12/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1165,"MACQUARIE INFRASTRUCTURE CORP. v. MOAB PARTNERS, L.P.",4/12/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1165,"MACQUARIE INFRASTRUCTURE CORP. v. MOAB PARTNERS, L.P.",4/12/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1165,"MACQUARIE INFRASTRUCTURE CORP. v. MOAB PARTNERS, L.P.",4/12/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1165,"MACQUARIE INFRASTRUCTURE CORP. v. MOAB PARTNERS, L.P.",4/12/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1165,"MACQUARIE INFRASTRUCTURE CORP. v. MOAB PARTNERS, L.P.",4/12/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1165,"MACQUARIE INFRASTRUCTURE CORP. v. MOAB PARTNERS, L.P.",4/12/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1165,"MACQUARIE INFRASTRUCTURE CORP. v. MOAB PARTNERS, L.P.",4/12/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1165,"MACQUARIE INFRASTRUCTURE CORP. v. MOAB PARTNERS, L.P.",4/12/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-913,DEVILLIER v. TEXAS,4/16/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-913,DEVILLIER v. TEXAS,4/16/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-913,DEVILLIER v. TEXAS,4/16/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-913,DEVILLIER v. TEXAS,4/16/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-913,DEVILLIER v. TEXAS,4/16/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-913,DEVILLIER v. TEXAS,4/16/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-913,DEVILLIER v. TEXAS,4/16/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-913,DEVILLIER v. TEXAS,4/16/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-913,DEVILLIER v. TEXAS,4/16/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
